instance,timestamp,value
10.100.253.191:9100,1716813447.515,30.927204962989297
10.100.253.191:9100,1716813448.515,30.927204962989297
10.100.253.191:9100,1716813449.515,30.927204962989297
10.100.253.191:9100,1716813450.515,30.927204962989297
10.100.253.191:9100,1716813451.515,30.927204962989297
10.100.253.191:9100,1716813452.515,30.927204962989297
10.100.253.191:9100,1716813453.515,30.927204962989297
10.100.253.191:9100,1716813454.515,30.927204962989297
10.100.253.191:9100,1716813455.515,30.927204962989297
10.100.253.191:9100,1716813456.515,30.927204962989297
10.100.253.191:9100,1716813457.515,30.927204962989297
10.100.253.191:9100,1716813458.515,31.101572705156734
10.100.253.191:9100,1716813459.515,31.101572705156734
10.100.253.191:9100,1716813460.515,31.101572705156734
10.100.253.191:9100,1716813461.515,31.101572705156734
10.100.253.191:9100,1716813462.515,31.101572705156734
10.100.253.191:9100,1716813463.515,31.101572705156734
10.100.253.191:9100,1716813464.515,31.101572705156734
10.100.253.191:9100,1716813465.515,31.101572705156734
10.100.253.191:9100,1716813466.515,31.101572705156734
10.100.253.191:9100,1716813467.515,31.101572705156734
10.100.253.191:9100,1716813468.515,31.101572705156734
10.100.253.191:9100,1716813469.515,31.101572705156734
10.100.253.191:9100,1716813470.515,31.101572705156734
10.100.253.191:9100,1716813471.515,31.101572705156734
10.100.253.191:9100,1716813472.515,31.101572705156734
10.100.253.191:9100,1716813473.515,31.101572705156734
10.100.253.191:9100,1716813474.515,31.101572705156734
10.100.253.191:9100,1716813475.515,31.101572705156734
10.100.253.191:9100,1716813476.515,31.101572705156734
10.100.253.191:9100,1716813477.515,31.101572705156734
10.100.253.191:9100,1716813478.515,31.101572705156734
10.100.253.191:9100,1716813479.515,31.101572705156734
10.100.253.191:9100,1716813480.515,31.101572705156734
10.100.253.191:9100,1716813481.515,31.101572705156734
10.100.253.191:9100,1716813482.515,31.101572705156734
10.100.253.191:9100,1716813483.515,31.101572705156734
10.100.253.191:9100,1716813484.515,31.101572705156734
10.100.253.191:9100,1716813485.515,31.101572705156734
10.100.253.191:9100,1716813486.515,31.101572705156734
10.100.253.191:9100,1716813487.515,31.101572705156734
10.100.253.191:9100,1716813488.515,31.32807100941546
10.100.253.191:9100,1716813489.515,31.32807100941546
10.100.253.191:9100,1716813490.515,31.32807100941546
10.100.253.191:9100,1716813491.515,31.32807100941546
10.100.253.191:9100,1716813492.515,31.32807100941546
10.100.253.191:9100,1716813493.515,31.32807100941546
10.100.253.191:9100,1716813494.515,31.32807100941546
10.100.253.191:9100,1716813495.515,31.32807100941546
